SalePrice,MSZoning,LotArea,Utilities,Condition1,Condition2,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,TotalBsmtSF,Heating,HeatingQC,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageArea,GarageQual,GarageCond,PoolArea,PoolQC,Fence,MiscFeature,MiscVal
354000,RL,12099,AllPub,Norm,Norm,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,1136,GasA,Ex,2468,4,1,Gd,10,1,Gd,872,TA,TA,0,,,,0
301000,RL,10380,AllPub,Norm,Norm,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,Gd,TA,CBlock,TA,TA,1502,GasA,Ex,2730,4,1,Gd,8,1,TA,576,TA,TA,0,,MnPrv,,0
126175,RM,5820,AllPub,Norm,Norm,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,TA,TA,1162,GasA,Ex,1163,3,1,TA,6,0,,220,Fa,TA,0,,,,0
242000,RL,11275,AllPub,PosN,Norm,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,Gd,Gd,CBlock,Gd,TA,710,GasA,Ex,2978,5,1,Gd,11,1,Gd,564,TA,TA,0,,,,0
87000,RM,5000,AllPub,RRAe,Norm,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,720,GasA,Po,803,2,1,TA,5,0,,360,TA,TA,0,,,,0
324000,RL,10846,AllPub,Norm,Norm,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,1719,GasA,Ex,1719,1,1,Gd,6,2,Gd,473,TA,TA,0,,,,0
145250,RL,11600,AllPub,Norm,Norm,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,1383,GasA,TA,1383,3,1,TA,7,0,,292,TA,TA,0,,,,0
214500,RL,11888,AllPub,PosN,Norm,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,TA,TA,BrkTil,TA,TA,844,GasA,Gd,2134,5,1,Gd,10,0,,441,TA,TA,0,,,,0
78000,RM,6402,AllPub,Norm,Norm,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,TA,TA,PConc,TA,TA,596,GasA,TA,1192,3,1,TA,6,0,,189,Fa,Fa,0,,GdWo,,0
119000,RL,10624,AllPub,Norm,Norm,5,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,1728,GasA,TA,1728,6,2,TA,10,0,,352,TA,TA,0,,,,0
139000,RL,8176,AllPub,Norm,Norm,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,1056,GasA,Fa,1056,3,1,TA,6,0,,308,TA,TA,0,,,,0
284000,RL,10655,AllPub,Norm,Norm,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,3206,GasA,Ex,1629,3,1,Gd,7,1,Gd,880,TA,TA,0,,,,0
207000,RM,8198,AllPub,Norm,Norm,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1358,GasA,Ex,1358,2,1,Gd,6,1,Gd,484,TA,TA,0,,,,0
192000,RL,9042,AllPub,Norm,Norm,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,943,GasA,Gd,1638,3,1,TA,7,2,TA,472,TA,TA,0,,,,0
228950,RL,164660,AllPub,Norm,Norm,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,TA,TA,1499,GasA,Ex,1786,3,1,TA,7,2,Gd,529,TA,TA,0,,,Shed,700
377426,RL,14157,AllPub,Norm,Norm,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,1922,GasA,Ex,1922,3,1,Gd,8,1,Gd,676,TA,TA,0,,,,0
214000,RL,9135,AllPub,Norm,Norm,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1536,GasA,Ex,1536,3,1,Gd,7,0,,532,TA,TA,0,,,,0
202500,RL,14145,AllPub,Norm,Norm,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,CBlock,Gd,TA,1208,GasA,Ex,1621,3,1,Gd,8,0,,440,TA,TA,0,,,Shed,400
155000,RL,12400,AllPub,Feedr,Norm,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,Fa,1215,GasA,TA,1215,3,1,TA,6,0,,297,TA,TA,0,,,,0
202900,RL,14191,AllPub,Norm,Norm,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,967,GasA,Ex,1908,4,1,Gd,9,0,,431,TA,TA,0,,,,0
82000,RH,8400,AllPub,Feedr,Norm,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,Fa,Fa,CBlock,TA,Fa,721,GasA,Gd,841,2,1,TA,4,0,,294,TA,TA,0,,,,0
87500,RL,8544,AllPub,Norm,Norm,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,TA,TA,Slab,,,0,Wall,Fa,1040,2,2,TA,6,0,,400,TA,TA,0,,,,0
266000,RL,8849,AllPub,Norm,Norm,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,Ex,TA,PConc,Ex,TA,1684,GasA,Ex,1684,2,1,Ex,6,1,Ex,564,TA,TA,0,,,,0
85000,RM,2592,AllPub,Norm,Norm,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,Gd,TA,536,GasA,TA,1112,3,1,TA,4,0,,336,TA,TA,0,,,,0
140200,RL,6435,AllPub,RRAn,Norm,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,TA,TA,972,GasA,Gd,1577,3,1,Fa,6,1,Gd,312,TA,TA,0,,,,0
151500,RL,12772,AllPub,Norm,Norm,6,8,1960,1998,Hip,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,958,GasA,TA,958,2,1,TA,5,0,,301,TA,TA,0,,,Gar2,15500
157500,RL,17600,AllPub,Norm,Norm,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,1478,GasA,Ex,1478,3,1,TA,6,2,Gd,498,TA,TA,0,,,,0
154000,RL,2448,AllPub,Norm,Norm,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Gd,TA,PConc,Gd,TA,764,GasA,Ex,1626,2,1,Gd,6,0,,474,TA,TA,0,,,,0
437154,RL,20431,AllPub,Norm,Norm,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,Ex,TA,PConc,Ex,TA,1848,GasA,Ex,2728,4,1,Ex,10,2,Ex,706,TA,TA,0,,,,0
318061,RL,7820,AllPub,Norm,Norm,9,5,2007,2007,Hip,CompShg,MetalSd,MetalSd,Ex,TA,PConc,Ex,TA,1869,GasA,Ex,1869,2,1,Ex,6,1,Gd,617,TA,TA,0,,,,0
190000,RL,5271,AllPub,Norm,Norm,7,5,1986,1986,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,Gd,TA,1453,GasA,Gd,1453,2,1,Gd,6,1,TA,445,TA,TA,0,,,,0
95000,RL,9084,AllPub,Artery,Norm,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,Fa,616,GasA,TA,1111,3,1,TA,5,0,,200,TA,Fa,0,,,,0
105900,RM,8520,AllPub,Norm,Norm,6,8,1928,2003,Gable,CompShg,VinylSd,VinylSd,TA,Gd,BrkTil,TA,TA,624,GasA,Gd,720,2,1,TA,5,0,,484,TA,TA,0,,,,0
140000,RL,8400,AllPub,Norm,Norm,6,5,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,TA,TA,CBlock,TA,TA,940,GasA,Ex,1595,2,1,TA,6,2,Gd,240,TA,TA,0,,,,0
177500,RL,11249,AllPub,Norm,Norm,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,PConc,Gd,Gd,1200,GasA,Ex,1200,3,1,Gd,6,0,,521,TA,TA,0,,,,0
173000,RL,9248,AllPub,Norm,Norm,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,Gd,TA,1158,GasA,Gd,1167,3,1,Gd,6,0,,400,TA,TA,0,,,,0
134000,RM,4224,AllPub,Norm,Norm,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,TA,TA,PConc,Gd,TA,1142,GasA,TA,1142,3,1,TA,6,1,Po,528,TA,TA,0,,MnPrv,,0
130000,RL,6930,AllPub,Norm,Norm,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,TA,TA,CBlock,TA,TA,1062,GasA,Ex,1352,3,1,Gd,6,0,,288,TA,TA,0,,,,0
280000,RL,12011,AllPub,Norm,Norm,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1086,GasA,Ex,1924,3,1,Gd,7,1,TA,592,TA,TA,0,,,,0
156000,RL,7540,AllPub,Norm,Norm,6,6,1978,1978,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,Gd,TA,888,GasA,Ex,912,2,1,TA,5,1,TA,470,TA,TA,0,,MnPrv,,0
145000,RL,9144,AllPub,Norm,Norm,5,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,883,GasA,Gd,1505,3,1,TA,8,0,,240,TA,TA,0,,,,0
198500,RL,7301,AllPub,Norm,Norm,7,5,2003,2003,Gable,CompShg,HdBoard,HdBoard,Gd,TA,Slab,,,0,GasA,Ex,1922,4,1,Gd,7,1,Ex,672,TA,TA,0,,,,0
118000,RM,1680,AllPub,Norm,Norm,6,8,1972,2007,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,483,GasA,Gd,987,2,1,Gd,5,0,,264,TA,TA,0,,,,0
190000,RL,18800,AllPub,Norm,Norm,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,Gd,TA,796,GasA,TA,1574,3,1,TA,6,1,TA,566,TA,TA,0,,,,0
147000,RM,10690,AllPub,Norm,Norm,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,TA,Fa,672,GasA,Gd,1344,3,1,TA,6,0,,468,TA,Fa,0,,,,0
159000,RL,9500,AllPub,Norm,Norm,6,5,1963,1963,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,Gd,TA,1394,GasA,Gd,1394,3,1,TA,6,2,Gd,514,TA,TA,0,,,,0
165000,RL,9150,AllPub,Norm,Norm,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,TA,TA,CBlock,Gd,TA,1099,GasA,Gd,1431,3,1,TA,6,1,Gd,296,TA,TA,0,,,,0
132000,RL,7800,AllPub,Norm,Norm,5,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,TA,TA,1268,GasA,Gd,1268,2,1,TA,7,1,Gd,244,TA,TA,0,,,,0
162000,RL,9830,AllPub,Norm,Norm,5,7,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Gd,CBlock,TA,TA,1063,GasA,Ex,1287,3,1,Gd,7,1,Gd,576,TA,TA,0,,,,0
172400,RL,8121,AllPub,Norm,Norm,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,953,GasA,Ex,1664,3,1,TA,7,1,TA,460,TA,TA,0,,,,0
134432,RL,17120,AllPub,Feedr,Norm,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,TA,TA,CBlock,,,0,GasA,TA,1588,4,1,TA,7,1,Gd,680,TA,TA,0,,,,0
125000,RL,7175,AllPub,Norm,Norm,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,Gd,TA,744,GasA,TA,752,2,1,TA,4,0,,264,TA,TA,0,,MnPrv,,0
123000,RL,10634,AllPub,Norm,Norm,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,TA,TA,608,GasA,TA,1319,3,1,TA,5,0,,270,TA,TA,0,,GdWo,,0
219500,RL,8200,AllPub,Norm,Norm,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,847,GasA,Ex,1928,4,1,Gd,8,1,Gd,434,TA,TA,0,,,,0
61000,RL,10020,AllPub,Norm,Norm,1,1,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Fa,Fa,BrkTil,Fa,Po,683,GasA,Gd,904,1,1,Fa,4,0,,0,,,0,,,,0
148000,RL,8846,AllPub,Norm,Norm,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,870,GasA,Ex,914,2,1,TA,5,0,,576,TA,TA,0,,,,0
340000,FV,11143,AllPub,Norm,Norm,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,Gd,TA,1580,GasA,Ex,2466,4,1,Gd,8,1,Gd,610,TA,TA,0,,,,0
394432,RL,11394,AllPub,Norm,Norm,9,2,2010,2010,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,1856,GasA,Ex,1856,1,1,Ex,8,1,Ex,834,TA,TA,0,,,,0
179000,RL,8123,AllPub,RRAn,Norm,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,982,GasA,Ex,1800,3,1,TA,7,1,TA,463,TA,TA,0,,,,0
127000,RL,5000,AllPub,Norm,Norm,5,6,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,BrkTil,TA,TA,1026,GasA,TA,1691,3,1,Gd,6,1,Gd,308,TA,TA,0,,,,0
187750,FV,7200,AllPub,Norm,Norm,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,Gd,1293,GasA,Ex,1301,2,1,Gd,5,1,Gd,572,TA,TA,0,,,,0
213500,RL,9245,AllPub,Norm,Norm,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,939,GasA,Ex,1797,3,1,Gd,8,0,,639,TA,TA,0,,,,0
76000,RH,9000,AllPub,Norm,Norm,6,3,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,Fa,Fa,784,GasA,TA,784,2,1,TA,5,0,,360,Fa,Fa,0,,,,0
240000,RL,53107,AllPub,Feedr,Norm,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,1580,GasA,Ex,1953,3,1,Gd,9,2,Fa,501,TA,TA,0,,,,0
192000,RL,3182,AllPub,Norm,Norm,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1256,GasA,Ex,1269,2,1,Gd,6,1,TA,430,TA,TA,0,,,,0
81000,RL,8410,AllPub,Feedr,Norm,5,3,1910,1996,Gambrel,CompShg,Wd Sdng,VinylSd,TA,Fa,PConc,TA,TA,658,GasA,TA,1184,5,1,TA,8,0,,0,,,0,,,,0
125000,RL,7200,AllPub,Norm,Norm,6,6,1976,1976,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,1041,GasA,Ex,1125,3,1,TA,6,1,Fa,352,TA,TA,0,,GdWo,,0
191000,RL,9382,AllPub,Norm,Norm,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1468,GasA,Ex,1479,3,1,Gd,6,0,,577,TA,TA,0,,,,0
426000,RL,12474,AllPub,Norm,Norm,10,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Ex,TA,PConc,Ex,TA,1682,GasA,Ex,2332,3,1,Ex,9,1,Ex,846,TA,TA,0,,,,0
119000,RL,8405,AllPub,Norm,Norm,5,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,TA,Gd,861,GasA,Ex,1367,4,1,TA,7,0,,384,TA,TA,0,,MnPrv,,0
215000,RL,12209,AllPub,Norm,Norm,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Ex,TA,804,GasA,Ex,1961,3,1,Gd,7,1,TA,560,TA,TA,0,,,,0
106500,RL,8339,AllPub,Norm,Norm,5,7,1959,1959,Gable,CompShg,MetalSd,MetalSd,TA,TA,Slab,,,0,GasA,TA,882,3,1,TA,5,0,,294,TA,TA,0,,MnPrv,Shed,1200
100000,RL,7446,AllPub,Feedr,Norm,4,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,TA,TA,CBlock,TA,TA,788,GasA,TA,788,2,1,TA,4,2,TA,0,,,0,,GdWo,,0
109000,RL,10134,AllPub,Norm,Norm,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,735,GasA,Gd,1034,2,1,TA,5,0,,240,TA,TA,0,,,,0
129000,RL,9571,AllPub,Norm,Norm,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,1144,GasA,TA,1144,3,1,TA,6,0,,596,TA,TA,0,,,,0
123000,RL,7200,AllPub,Norm,Norm,5,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,894,GasA,TA,894,2,1,TA,6,0,,600,TA,TA,0,,,,0
169500,RL,7590,AllPub,PosN,Norm,5,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,864,GasA,TA,1812,4,1,TA,8,1,TA,264,TA,TA,0,,,,0
67000,RM,8967,AllPub,Norm,Norm,5,2,1920,1950,Gable,CompShg,MetalSd,MetalSd,TA,Fa,BrkTil,Fa,Po,961,GasA,Gd,1077,2,1,TA,6,0,,338,Po,Po,0,,,,0
241000,FV,8125,AllPub,Norm,Norm,7,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,Gd,TA,1092,GasA,Ex,1550,2,1,Gd,7,0,,438,TA,TA,0,,,,0
245500,RL,14963,AllPub,Norm,Norm,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,1260,GasA,Ex,1288,1,1,Ex,4,2,Gd,500,TA,TA,0,,,,0
164990,RL,8767,AllPub,Norm,Norm,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1310,GasA,Ex,1310,3,1,Gd,6,1,Gd,400,TA,TA,0,,,,0
108000,RL,10200,AllPub,Norm,Norm,5,8,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,TA,TA,672,GasA,Ex,672,2,1,TA,4,0,,240,TA,TA,0,,GdPrv,,0
258000,RL,12090,AllPub,Norm,Norm,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1141,GasA,Gd,2263,4,1,Gd,10,1,TA,420,TA,TA,0,,,,0
168000,RL,10364,AllPub,Norm,Norm,6,5,1995,1996,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,Gd,TA,806,GasA,Gd,1572,3,1,TA,7,1,TA,373,TA,TA,0,,,,0
150000,RL,9991,AllPub,Feedr,Norm,4,4,1976,1993,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,TA,TA,1281,GasA,Ex,1620,3,1,TA,8,1,TA,490,TA,TA,0,,GdWo,,0
115000,RL,10480,AllPub,Norm,Norm,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,TA,TA,1064,GasA,Ex,1639,3,1,TA,6,0,,240,TA,TA,0,,,,0
177000,RL,15576,AllPub,Norm,Norm,6,7,1915,1976,Gable,CompShg,Wd Sdng,Plywood,TA,TA,BrkTil,Gd,TA,840,GasA,Ex,1680,4,1,TA,8,0,,308,TA,TA,0,,,,0
280000,RL,14154,AllPub,Norm,Norm,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,Gd,1063,GasA,Ex,2172,3,1,Gd,9,1,Gd,947,TA,TA,0,,,,0
339750,FV,10800,AllPub,Norm,Norm,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,1034,GasA,Ex,2078,3,1,Ex,8,1,Gd,836,TA,TA,0,,,,0
60000,RL,9571,AllPub,Norm,Norm,5,3,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,TA,Fa,CBlock,TA,Fa,1276,GasA,TA,1276,3,1,TA,5,0,,350,TA,TA,0,,,,0
145000,RL,34650,AllPub,Norm,Norm,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,1056,GasA,TA,1056,3,1,TA,5,0,,572,TA,TA,0,,,,0
222000,FV,4403,AllPub,Norm,Norm,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Ex,TA,PConc,Ex,TA,1470,GasA,Ex,1478,2,1,Gd,7,1,Gd,484,TA,TA,0,,,,0
115000,RM,8960,AllPub,Artery,Norm,5,6,1927,1950,Gable,CompShg,WdShing,Wd Shng,TA,TA,CBlock,TA,TA,1008,GasA,Gd,1028,2,1,TA,5,1,Gd,360,TA,TA,0,,,,0
228000,RL,11228,AllPub,Norm,Norm,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1080,GasA,Ex,2097,3,1,Gd,9,1,TA,678,TA,TA,0,,,,0
181134,RL,8899,AllPub,Norm,Norm,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1340,GasA,Ex,1340,3,1,Gd,6,0,,396,TA,TA,0,,,,0
149500,RL,7844,AllPub,Norm,Norm,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,672,GasA,TA,1400,3,1,TA,6,1,TA,440,TA,TA,0,,,,0
239000,RL,22420,AllPub,Feedr,Norm,6,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,TA,TA,BrkTil,Gd,TA,1370,GasW,TA,2624,4,1,TA,10,1,Gd,864,TA,TA,0,,,,0
126000,RL,8160,AllPub,Norm,Norm,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,TA,TA,756,GasA,Fa,1134,3,1,TA,7,0,,240,TA,TA,0,,,,0
142000,RL,8450,AllPub,Norm,Norm,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,1056,GasA,Ex,1056,3,1,TA,6,1,Fa,304,TA,TA,0,,,,0
206300,RM,7060,AllPub,Norm,Norm,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,TA,Gd,PConc,Gd,Gd,1344,GasA,Ex,1344,2,2,TA,8,0,,784,TA,TA,0,,,,0
215000,RL,16635,AllPub,Norm,Norm,6,7,1977,2000,Gable,CompShg,CemntBd,CmentBd,Gd,TA,CBlock,Gd,TA,1602,GasA,Gd,1602,3,1,Gd,8,1,TA,529,TA,TA,0,,,,0
113000,RL,21750,AllPub,Artery,Norm,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,988,GasA,Ex,988,2,1,TA,4,0,,520,TA,TA,0,,,,0
315000,RL,9200,AllPub,Norm,Norm,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1470,GasA,Gd,2630,4,1,Gd,8,1,TA,696,TA,TA,0,,,,0
139000,RL,9000,AllPub,Norm,Norm,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,Gd,TA,1196,GasA,Gd,1196,2,1,TA,6,1,Gd,297,TA,TA,0,,,,0
135000,RM,3378,AllPub,Norm,Norm,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,TA,TA,651,GasA,Gd,1389,3,1,TA,6,2,Gd,240,TA,TA,0,,,,0
275000,RL,12800,AllPub,Norm,Norm,7,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,PConc,Gd,TA,1518,GasA,Gd,1644,2,1,Gd,5,1,TA,569,TA,TA,0,,,,0
109008,RL,8593,AllPub,Norm,Norm,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,907,GasA,Ex,907,3,1,TA,5,0,,352,TA,TA,0,,,,0
195400,RL,6762,AllPub,Norm,Norm,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1208,GasA,Ex,1208,2,1,Gd,6,0,,628,TA,TA,0,,,,0
175000,RL,11457,AllPub,Norm,Norm,6,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,1392,GasA,TA,1412,3,1,Gd,6,1,TA,576,TA,TA,0,,,,0
85400,RM,1680,AllPub,Norm,Norm,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,483,GasA,TA,987,2,1,TA,4,0,,264,TA,TA,0,,,,0
79900,RM,5586,AllPub,Feedr,Norm,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,TA,TA,901,GasA,Gd,1198,4,1,TA,7,0,,0,,,0,,MnPrv,,0
122500,RM,1920,AllPub,Norm,Norm,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,765,GasA,Ex,1365,2,1,TA,6,0,,440,TA,TA,0,,,,0
181000,RL,10839,AllPub,Norm,Norm,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,926,GasA,Ex,1604,3,1,TA,7,1,TA,470,TA,TA,0,,,,0
81000,RM,1890,AllPub,Norm,Norm,4,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,TA,Gd,CBlock,Gd,TA,630,GasA,Gd,630,1,1,TA,3,0,,0,,,0,,,,0
212000,RL,10667,AllPub,PosN,Norm,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,799,GasA,Ex,1661,3,1,Gd,6,1,TA,550,TA,TA,0,,,,0
116000,RM,4400,AllPub,Norm,Norm,6,8,1920,1950,Gable,CompShg,Stucco,Stucco,TA,TA,BrkTil,Fa,TA,648,GasA,TA,1118,2,1,TA,6,0,,440,TA,TA,0,,,,0
119000,RM,6000,AllPub,Norm,Norm,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,PConc,TA,TA,884,GasA,Gd,904,2,1,TA,4,0,,180,TA,TA,0,,,,0
90350,RL,4280,AllPub,Norm,Norm,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,TA,TA,PConc,TA,TA,440,GasA,TA,694,2,1,Gd,4,1,Gd,352,Gd,TA,0,,MnPrv,,0
110000,RL,12354,AllPub,Norm,Norm,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,Fa,684,GasA,Gd,1196,3,1,Gd,7,0,,528,TA,TA,0,,GdPrv,Shed,800
555000,RL,15431,AllPub,Norm,Norm,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,Ex,TA,3094,GasA,Ex,2402,2,1,Ex,10,2,Gd,672,TA,TA,0,,,,0
